Taxonomy,SD3106,SD3107,SD3108,SD3109,SD3110,SD3111,SD3112,SD3113,SD3114,X139536_S27,X139537_S33,X139538_S35,X139539_COM,X139540_COM,X139541_S25,X139542_COM,X139543_S12,X139544_COM,X139545_S147,X139546_S148,X139547_S149,X139548_S150,X139549_S151,X139550_S152,X139551_S153,X139552_S154,X139553_S155,X139554_S156,X139555_S157,X139556_S158,X139557_S159,X139558_S160,X139560_S161,X139561_S162,X139562_S163,X139563_S164,X139564_S165,X139565_S166,X139566_S167,X139567_S168,X139568_S169,X139569_S170,X139570_S171,X139571_S172,X139572_S173,SD9007_COM,SD9008_S2,SD9009_S3,SD9010_S4,SD9011_COM,SD9012_S6,X139573_S174,X139574_S175,X139575_S176,X139576_S177,X139577_S178,X139578_S179,X139579_S180,X139580_S181,X139581_S182,X139582_S183,X139583_S184,X139584_S185,X139585_S186,X139586_S187,X139587_S188,X139588_S189,X139589_S190,X139590_S191
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86_clade;f__uncultured_marine_bacterium_graftm_52;g__;s__,70,26,47,65,51,68,0,1,0,82,118,91,286,291,109,163,30,74,134,62,52,87,93,110,50,24,146,287,185,143,85,69,61,63,101,98,103,37,90,83,119,116,88,63,70,42,50,56,64,12,54,45,62,76,44,55,50,39,20,14,331,164,147,197,207,225,67,67,51
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86_clade;f__uncultured_SAR86_cluster_bacterium;g__;s__,25,16,18,48,38,46,1,5,4,50,56,39,181,183,46,129,31,73,53,40,23,72,83,67,51,39,130,82,89,79,49,45,34,67,154,117,48,13,30,76,75,68,90,103,77,45,56,67,103,18,65,49,65,82,56,65,47,47,32,36,103,83,50,92,99,160,66,69,65
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__sediment_surface35;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SS1_B_04_55;f__uncultured_bacterium_graftm_2432;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter;s__,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Steroidobacter;s__uncultured_gamma_proteobacterium_graftm_135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__uncultured_graftm_287;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__uncultured_graftm_287;s__uncultured_bacterium_graftm_1434,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__;s__,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__JTB255_marine_benthic_group;s__uncultured_bacterium_graftm_1612,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;s__,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,2,2,0,1,0,1,0,6,6,4,1,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,4,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;s__uncultured_bacterium_graftm_56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;s__uncultured_gamma_proteobacterium_graftm_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZB50;f__uncultured_gamma_proteobacterium_graftm_112;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae;g__Candidatus_Tenderia;s__,1,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae;g__Candidatus_Tenderia;s__uncultured_bacterium_graftm_217,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,4,2,1,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Tenderiales;f__Tenderiaceae;g__Candidatus_Tenderia;s__uncultured_gamma_proteobacterium_graftm_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__;s__,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Granulosicoccus;s__,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Granulosicoccus;s__uncultured_bacterium_graftm_1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Granulosicoccus;s__uncultured_gamma_proteobacterium_graftm_191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__Thiohalorhabdus;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4,5,0,0,0,1,1,1,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,3
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__uncultured_graftm_210;s__uncultured_bacterium_graftm_2392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__uncultured_graftm_210;s__uncultured_gamma_proteobacterium_graftm_126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,2,0,0,5,4,1,0,0,0,4,1,2,12,16,24,0,0,0,0,0,0,1,0,3,0,0,0,0,6,1,0,0,0,1,4,1,2,2,8,0,0,0,0,0,1,0,2,1,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__SUP05_cluster;s__,0,0,0,0,0,0,0,0,0,0,2,1,2,6,2,0,0,1,8,6,0,10,14,13,0,0,1,26,13,8,32,24,34,0,1,0,7,2,1,8,4,11,0,1,0,4,6,4,0,0,1,7,2,1,9,16,11,0,0,1,0,0,0,1,1,3,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__SUP05_cluster;s__uncultured_bacterium_graftm_792,0,0,0,2,0,2,0,0,0,32,43,19,81,127,51,80,5,22,106,84,99,176,232,197,3,1,9,201,245,123,823,821,1024,11,5,16,26,2,14,89,88,101,3,9,1,70,75,65,0,0,1,74,64,71,298,341,327,8,0,5,3,7,0,43,61,55,0,1,2
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__SUP05_cluster;s__uncultured_gamma_proteobacterium_graftm_51,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,2,7,1,0,0,0,1,2,1,15,8,8,0,0,0,1,0,0,1,1,1,0,1,0,1,1,2,0,0,0,0,1,1,2,2,5,0,0,0,1,0,0,0,1,1,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__SUP05_cluster;s__uncultured_marine_bacterium_graftm_131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__;s__,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__endosymbionts;s__,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,1,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__endosymbionts;s__uncultured_bacterium_graftm_725,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,2,2,2,1,0,0,1,1,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__endosymbionts;s__uncultured_gamma_proteobacterium_graftm_58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__endosymbionts;s__uncultured_proteobacterium_graftm_32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__uncultured_bacterium_graftm_164,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__uncultured_graftm_76;s__uncultured_gamma_proteobacterium_graftm_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__;s__,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,4,2,0,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0,1,0,0,1,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Leucothrix;s__uncultured_bacterium_graftm_1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__uncultured_bacterium_graftm_154,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,2,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__uncultured_gamma_proteobacterium_graftm_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__uncultured_graftm_86;s__,41,19,39,133,143,180,2,4,6,31,37,36,79,86,47,60,4,8,120,116,106,157,206,181,12,2,22,135,120,82,150,158,147,31,13,24,25,3,24,46,41,48,9,17,12,39,35,37,5,8,15,53,54,59,156,170,193,36,61,29,9,13,14,113,126,114,4,16,14
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__uncultured_graftm_86;s__uncultured_bacterium_graftm_261,5,3,2,4,5,6,1,0,0,3,1,2,7,12,6,10,0,3,21,14,17,29,19,20,0,1,0,26,15,14,11,15,16,2,0,4,7,2,7,5,7,4,2,0,1,3,1,3,0,0,0,0,6,8,4,8,7,1,1,0,0,1,3,9,9,14,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__uncultured_graftm_86;s__uncultured_gamma_proteobacterium_graftm_28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,2,2,1,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__uncultured_graftm_86;s__uncultured_marine_bacterium_graftm_96,2,4,2,5,1,6,0,0,1,6,1,0,1,1,0,3,0,0,9,7,9,8,10,9,0,0,3,25,27,11,17,18,30,8,9,3,10,1,3,9,8,3,3,4,3,3,4,3,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__;g__;s__,40,32,56,27,25,34,2,0,2,13,10,8,103,124,151,256,64,89,5,0,1,39,39,42,51,74,95,0,1,0,5,5,8,82,33,39,1,1,3,50,49,54,211,216,249,89,56,63,55,66,58,9,2,3,41,49,53,31,33,15,1,0,2,15,21,15,211,168,109
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__hydrothermal_vent_metagenome_graftm_26;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__uncultured_bacterium_graftm_470;g__;s__,0,2,2,1,2,3,1,0,0,1,1,2,4,10,14,15,8,5,0,0,0,4,3,1,1,7,9,0,0,0,2,0,1,6,3,1,0,0,0,3,6,2,12,12,16,6,6,9,4,3,2,0,3,0,6,1,9,1,4,1,0,0,1,0,0,1,30,15,6
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__uncultured_gamma_proteobacterium_graftm_2;g__;s__,4,5,8,3,4,2,0,0,0,2,2,2,25,26,32,45,19,12,0,0,2,4,3,7,11,7,20,0,0,0,2,3,0,13,3,6,0,0,0,11,6,3,37,40,51,18,9,13,9,7,15,0,0,3,7,12,10,9,4,1,0,0,0,1,5,5,40,37,20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__uncultured_marine_microorganism;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__uncultured_organism_graftm_254;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353_marine_group;f__uncultured_proteobacterium_graftm_175;g__;s__,14,5,11,7,10,5,0,0,2,5,2,5,18,21,31,40,13,23,0,0,0,7,5,12,20,9,14,0,0,0,0,0,0,16,1,2,0,0,0,14,15,12,44,51,41,11,6,4,5,15,4,1,0,1,5,3,2,10,5,6,0,0,0,0,5,4,61,32,24
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__uncultured_bacterium_graftm_2311;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured_graftm_43;f__;g__;s__,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,1,1,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured_graftm_43;f__uncultured_bacterium_graftm_246;g__;s__,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,2,2,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured_graftm_43;f__uncultured_gamma_proteobacterium_graftm_6;g__;s__,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured_graftm_43;f__uncultured_organism_graftm_162;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__;s__,3,1,1,2,2,4,1,1,0,0,1,0,2,2,1,4,0,0,7,7,15,0,0,0,0,0,1,7,2,0,0,1,0,0,3,0,9,0,4,3,2,2,1,2,1,1,0,0,4,1,1,12,1,3,8,4,3,1,0,0,108,91,31,9,22,6,2,5,2
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Aliivibrio;s__,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,4,1,0,0,0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Aliivibrio;s__uncultured_bacterium_graftm_2389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,1,1,0,1,0
